index,Gene symbol,HGNC ID,UniProt
3670,CSPG5,HGNC:2467,O95196
3671,CSPP1,HGNC:26193,Q1MSJ5
3672,CSRNP1,HGNC:14300,Q96S65
3673,CSRNP2,HGNC:16006,Q9H175
3674,CSRNP3,HGNC:30729,Q8WYN3
3675,CSRP1,HGNC:2469,P21291
3676,CSRP2,HGNC:2470,Q16527
3677,CSRP3,HGNC:2472,P50461
3678,CST1,HGNC:2473,P01037
3679,CST2,HGNC:2474,P09228
3680,CST3,HGNC:2475,P01034
3681,CST4,HGNC:2476,P01036
3682,CST5,HGNC:2477,P28325
3683,CST6,HGNC:2478,Q15828
3684,CST7,HGNC:2479,O76096
3685,CST8,HGNC:2480,O60676
3686,CST9,HGNC:13261,Q5W186
3687,CST9L,HGNC:16233,Q9H4G1
3688,CST11,HGNC:15959,Q9H112
3689,CSTA,HGNC:2481,P01040
3690,CSTB,HGNC:2482,P04080
3691,CSTF1,HGNC:2483,Q05048
3692,CSTF2,HGNC:2484,P33240
3693,CSTF2T,HGNC:17086,Q9H0L4
3694,CSTF3,HGNC:2485,Q12996
3695,CSTL1,HGNC:15958,Q9H114
3696,CSTPP1,HGNC:28720,Q9H6J7
3697,CT45A1,HGNC:33267,Q5HYN5
3698,CT45A2,HGNC:28400,Q5DJT8
3699,CT45A3,HGNC:33268,Q8NHU0
3700,CT45A5,HGNC:33270,P0DMU8
3701,CT45A6,HGNC:33271,P0DMU7
3702,CT45A7,HGNC:51260,P0DMV0
3703,CT45A8,HGNC:51261,P0DMV1
3704,CT45A9,HGNC:51262,P0DMV2
3705,CT45A10,HGNC:51263,P0DMU9
3706,CT47A1,HGNC:33282,Q5JQC4
3707,CT47A2,HGNC:33283,Q5JQC4
3708,CT47A3,HGNC:33284,Q5JQC4
3709,CT47A4,HGNC:33285,Q5JQC4
3710,CT47A5,HGNC:33286,Q5JQC4
3711,CT47A6,HGNC:33287,Q5JQC4
3712,CT47A7,HGNC:33288,Q5JQC4
3713,CT47A8,HGNC:33289,Q5JQC4
3714,CT47A9,HGNC:33290,Q5JQC4
3715,CT47A10,HGNC:33291,Q5JQC4
3716,CT47A11,HGNC:27397,Q5JQC4
3717,CT47A12,HGNC:33292,Q5JQC4
3718,CT47B1,HGNC:33293,P0C2W7
3719,CT47C1,HGNC:53820,A0A0U1RQG5
3720,CT55,HGNC:26047,Q8WUE5
3721,CT83,HGNC:33494,Q5H943
3722,CTAG1A,HGNC:24198,P78358
3723,CTAG1B,HGNC:2491,P78358
3724,CTAG2,HGNC:2492,O75638
3725,CTAGE1,HGNC:24346,Q96RT6
,,,Q9HC47
3726,CTAGE4,HGNC:24772,Q8IX94
3727,CTAGE6,HGNC:28644,Q86UF2
3728,CTAGE8,HGNC:37294,P0CG41
3729,CTAGE9,HGNC:37275,A4FU28
3730,CTAGE15,HGNC:37295,A4D2H0
3731,CTBP1,HGNC:2494,Q13363
3732,CTBP2,HGNC:2495,P56545
3733,CTBS,HGNC:2496,Q01459
3734,CTC1,HGNC:26169,Q2NKJ3
3735,CTCF,HGNC:13723,P49711
3736,CTCFL,HGNC:16234,Q8NI51
3737,CTDNEP1,HGNC:19085,O95476
3738,CTDP1,HGNC:2498,Q9Y5B0
3739,CTDSP1,HGNC:21614,Q9GZU7
3740,CTDSP2,HGNC:17077,O14595
3741,CTDSPL,HGNC:16890,O15194
3742,CTDSPL2,HGNC:26936,Q05D32
3743,CTF1,HGNC:2499,Q16619
3744,CTH,HGNC:2501,P32929
3745,CTHRC1,HGNC:18831,Q96CG8
3746,CTIF,HGNC:23925,O43310
3747,CTLA4,HGNC:2505,P16410
3748,CTNNA1,HGNC:2509,P35221
3749,CTNNA2,HGNC:2510,P26232
3750,CTNNA3,HGNC:2511,Q9UI47
3751,CTNNAL1,HGNC:2512,Q9UBT7
3752,CTNNB1,HGNC:2514,P35222
3753,CTNNBIP1,HGNC:16913,Q9NSA3
3754,CTNNBL1,HGNC:15879,Q8WYA6
3755,CTNND1,HGNC:2515,O60716
3756,CTNND2,HGNC:2516,Q9UQB3
3757,CTNS,HGNC:2518,O60931
3758,CTPS1,HGNC:2519,P17812
3759,CTPS2,HGNC:2520,Q9NRF8
3760,CTR9,HGNC:16850,Q6PD62
3761,CTRB1,HGNC:2521,P17538
3762,CTRB2,HGNC:2522,Q6GPI1
3763,CTRC,HGNC:2523,Q99895
3764,CTRL,HGNC:2524,P40313
3765,CTSA,HGNC:9251,P10619
3766,CTSB,HGNC:2527,P07858
3767,CTSC,HGNC:2528,P53634
3768,CTSD,HGNC:2529,P07339
3769,CTSE,HGNC:2530,P14091
3770,CTSF,HGNC:2531,Q9UBX1
3771,CTSG,HGNC:2532,P08311
3772,CTSH,HGNC:2535,P09668
3773,CTSK,HGNC:2536,P43235
3774,CTSL,HGNC:2537,P07711
3775,CTSO,HGNC:2542,P43234
3776,CTSS,HGNC:2545,P25774
3777,CTSV,HGNC:2538,O60911
3778,CTSW,HGNC:2546,P56202
3779,CTSZ,HGNC:2547,Q9UBR2
3780,CTTN,HGNC:3338,Q14247
3781,CTTNBP2,HGNC:15679,Q8WZ74
3782,CTTNBP2NL,HGNC:25330,Q9P2B4
3783,CTU1,HGNC:29590,Q7Z7A3
3784,CTU2,HGNC:28005,Q2VPK5
3785,CTXN1,HGNC:31108,P60606
3786,CTXN2,HGNC:31109,P0C2S0
3787,CTXN3,HGNC:31110,Q4LDR2
3788,CTXND1,HGNC:50507,A0A1B0GTU2
3789,CTXND2,HGNC:53440,A0A1B0GV90
3790,CUBN,HGNC:2548,O60494
3791,CUEDC1,HGNC:31350,Q9NWM3
3792,CUEDC2,HGNC:28352,Q9H467
3793,CUL1,HGNC:2551,Q13616
3794,CUL2,HGNC:2552,Q13617
3795,CUL3,HGNC:2553,Q13618
3796,CUL4A,HGNC:2554,Q13619
3797,CUL4B,HGNC:2555,Q13620
3798,CUL5,HGNC:2556,Q93034
3799,CUL7,HGNC:21024,Q14999
3800,CUL9,HGNC:15982,Q8IWT3
3801,CUTA,HGNC:21101,O60888
3802,CUTC,HGNC:24271,Q9NTM9
3803,CUX1,HGNC:2557,P39880
,,,Q13948
3804,CUX2,HGNC:19347,O14529
3805,CUZD1,HGNC:17937,Q86UP6
3806,CWC15,HGNC:26939,Q9P013
3807,CWC22,HGNC:29322,Q9HCG8
3808,CWC25,HGNC:25989,Q9NXE8
3809,CWC27,HGNC:10664,Q6UX04
3810,CWF19L1,HGNC:25613,Q69YN2
3811,CWF19L2,HGNC:26508,Q2TBE0
3812,CWH43,HGNC:26133,Q9H720
3813,CX3CL1,HGNC:10647,P78423
3814,CX3CR1,HGNC:2558,P49238
3815,CXADR,HGNC:2559,P78310
3816,CXCL1,HGNC:4602,P09341
3817,CXCL2,HGNC:4603,P19875
3818,CXCL3,HGNC:4604,P19876
3819,CXCL5,HGNC:10642,P42830
3820,CXCL6,HGNC:10643,P80162
3821,CXCL8,HGNC:6025,P10145
3822,CXCL9,HGNC:7098,Q07325
3823,CXCL10,HGNC:10637,P02778
3824,CXCL11,HGNC:10638,O14625
3825,CXCL12,HGNC:10672,P48061
3826,CXCL13,HGNC:10639,O43927
3827,CXCL14,HGNC:10640,O95715
3828,CXCL16,HGNC:16642,Q9H2A7
3829,CXCL17,HGNC:19232,Q6UXB2
3830,CXCR1,HGNC:6026,P25024
3831,CXCR2,HGNC:6027,P25025
3832,CXCR3,HGNC:4540,P49682
3833,CXCR4,HGNC:2561,P61073
3834,CXCR5,HGNC:1060,P32302
3835,CXCR6,HGNC:16647,O00574
3836,CXorf38,HGNC:28589,Q8TB03
3837,CXorf49,HGNC:30891,A8MYA2
3838,CXorf49B,HGNC:34229,A8MYA2
3839,CXorf51A,HGNC:30533,A0A1B0GTR3
3840,CXorf51B,HGNC:42787,P0DPH9
3841,CXorf58,HGNC:26356,Q96LI9
3842,CXorf65,HGNC:33713,A6NEN9
3843,CXorf66,HGNC:33743,Q5JRM2
3844,CXXC1,HGNC:24343,Q9P0U4
3845,CXXC4,HGNC:24593,Q9H2H0
3846,CXXC5,HGNC:26943,Q7LFL8
3847,CYB5A,HGNC:2570,P00167
3848,CYB5B,HGNC:24374,O43169
3849,CYB5D1,HGNC:26516,Q6P9G0
3850,CYB5D2,HGNC:28471,Q8WUJ1
3851,CYB5R1,HGNC:13397,Q9UHQ9
3852,CYB5R2,HGNC:24376,Q6BCY4
3853,CYB5R3,HGNC:2873,P00387
3854,CYB5R4,HGNC:20147,Q7L1T6
3855,CYB5RL,HGNC:32220,Q6IPT4
3856,CYB561,HGNC:2571,P49447
3857,CYB561A3,HGNC:23014,Q8NBI2
3858,CYB561D1,HGNC:26804,Q8N8Q1
3859,CYB561D2,HGNC:30253,O14569
3860,CYBA,HGNC:2577,P13498
3861,CYBB,HGNC:2578,P04839
3862,CYBC1,HGNC:28672,Q9BQA9
3863,CYBRD1,HGNC:20797,Q53TN4
3864,CYC1,HGNC:2579,P08574
3865,CYCS,HGNC:19986,P99999
3866,CYFIP1,HGNC:13759,Q7L576
3867,CYFIP2,HGNC:13760,Q96F07
3868,CYGB,HGNC:16505,Q8WWM9
3869,CYLC1,HGNC:2582,P35663
3870,CYLC2,HGNC:2583,Q14093
3871,CYLD,HGNC:2584,Q9NQC7
3872,CYP1A1,HGNC:2595,P04798
3873,CYP1A2,HGNC:2596,P05177
3874,CYP1B1,HGNC:2597,Q16678
3875,CYP2A6,HGNC:2610,P11509
3876,CYP2A7,HGNC:2611,P20853
3877,CYP2A13,HGNC:2608,Q16696
3878,CYP2B6,HGNC:2615,P20813
3879,CYP2C8,HGNC:2622,P10632
3880,CYP2C9,HGNC:2623,P11712
3881,CYP2C18,HGNC:2620,P33260
3882,CYP2C19,HGNC:2621,P33261
3883,CYP2D6,HGNC:2625,P10635
3884,CYP2D7,HGNC:2624,A0A087X1C5
3885,CYP2E1,HGNC:2631,P05181
3886,CYP2F1,HGNC:2632,P24903
3887,CYP2J2,HGNC:2634,P51589
3888,CYP2R1,HGNC:20580,Q6VVX0
3889,CYP2S1,HGNC:15654,Q96SQ9
3890,CYP2U1,HGNC:20582,Q7Z449
3891,CYP2W1,HGNC:20243,Q8TAV3
3892,CYP3A4,HGNC:2637,P08684
3893,CYP3A5,HGNC:2638,P20815
3894,CYP3A7,HGNC:2640,P24462
3895,CYP3A43,HGNC:17450,Q9HB55
3896,CYP4A11,HGNC:2642,Q02928
3897,CYP4A22,HGNC:20575,Q5TCH4
3898,CYP4B1,HGNC:2644,P13584
3899,CYP4F2,HGNC:2645,P78329
3900,CYP4F3,HGNC:2646,Q08477
3901,CYP4F8,HGNC:2648,P98187
3902,CYP4F11,HGNC:13265,Q9HBI6
3903,CYP4F12,HGNC:18857,Q9HCS2
3904,CYP4F22,HGNC:26820,Q6NT55
3905,CYP4V2,HGNC:23198,Q6ZWL3
3906,CYP4X1,HGNC:20244,Q8N118
3907,CYP4Z1,HGNC:20583,Q86W10
3908,CYP7A1,HGNC:2651,P22680
3909,CYP7B1,HGNC:2652,O75881
3910,CYP8B1,HGNC:2653,Q9UNU6
3911,CYP11A1,HGNC:2590,P05108
3912,CYP11B1,HGNC:2591,P15538
3913,CYP11B2,HGNC:2592,P19099
3914,CYP17A1,HGNC:2593,P05093
3915,CYP19A1,HGNC:2594,P11511
3916,CYP20A1,HGNC:20576,Q6UW02
3917,CYP21A2,HGNC:2600,P08686
3918,CYP24A1,HGNC:2602,Q07973
3919,CYP26A1,HGNC:2603,O43174
3920,CYP26B1,HGNC:20581,Q9NR63
3921,CYP26C1,HGNC:20577,Q6V0L0
3922,CYP27A1,HGNC:2605,Q02318
3923,CYP27B1,HGNC:2606,O15528
3924,CYP27C1,HGNC:33480,Q4G0S4
3925,CYP39A1,HGNC:17449,Q9NYL5
3926,CYP46A1,HGNC:2641,Q9Y6A2
3927,CYP51A1,HGNC:2649,Q16850
3928,CYREN,HGNC:22432,Q9BWK5
3929,CYRIA,HGNC:25373,Q9H0Q0
3930,CYRIB,HGNC:25216,Q9NUQ9
3931,CYS1,HGNC:18525,Q717R9
3932,CYSLTR1,HGNC:17451,Q9Y271
3933,CYSLTR2,HGNC:18274,Q9NS75
3934,CYSRT1,HGNC:30529,A8MQ03
3935,CYSTM1,HGNC:30239,Q9H1C7
3936,CYTH1,HGNC:9501,Q15438
3937,CYTH2,HGNC:9502,Q99418
3938,CYTH3,HGNC:9504,O43739
3939,CYTH4,HGNC:9505,Q9UIA0
3940,CYTIP,HGNC:9506,O60759
3941,CYTL1,HGNC:24435,Q9NRR1
3942,CYYR1,HGNC:16274,Q96J86
3943,CZIB,HGNC:26059,Q9NWV4
3944,D2HGDH,HGNC:28358,Q8N465
3945,DAAM1,HGNC:18142,Q9Y4D1
3946,DAAM2,HGNC:18143,Q86T65
3947,DAB1,HGNC:2661,O75553
3948,DAB2,HGNC:2662,P98082
3949,DAB2IP,HGNC:17294,Q5VWQ8
3950,DACH1,HGNC:2663,Q9UI36
3951,DACH2,HGNC:16814,Q96NX9
3952,DACT1,HGNC:17748,Q9NYF0
3953,DACT2,HGNC:21231,Q5SW24
3954,DACT3,HGNC:30745,Q96B18
3955,DAD1,HGNC:2664,P61803
3956,DAG1,HGNC:2666,Q14118
3957,DAGLA,HGNC:1165,Q9Y4D2
3958,DAGLB,HGNC:28923,Q8NCG7
3959,DALRD3,HGNC:25536,Q5D0E6
3960,DAND5,HGNC:26780,Q8N907
3961,DAO,HGNC:2671,P14920
3962,DAOA,HGNC:21191,P59103
3963,DAP,HGNC:2672,P51397
3964,DAP3,HGNC:2673,P51398
3965,DAPK1,HGNC:2674,P53355
3966,DAPK2,HGNC:2675,Q9UIK4
3967,DAPK3,HGNC:2676,O43293
3968,DAPL1,HGNC:21490,A0PJW8
3969,DAPP1,HGNC:16500,Q9UN19
3970,DARS1,HGNC:2678,P14868
3971,DARS2,HGNC:25538,Q6PI48
3972,DAW1,HGNC:26383,Q8N136
3973,DAXX,HGNC:2681,Q9UER7
3974,DAZ1,HGNC:2682,Q9NQZ3
3975,DAZ2,HGNC:15964,Q13117
3976,DAZ3,HGNC:15965,Q9NR90
3977,DAZ4,HGNC:15966,Q86SG3
3978,DAZAP1,HGNC:2683,Q96EP5
3979,DAZAP2,HGNC:2684,Q15038
3980,DAZL,HGNC:2685,Q92904
3981,DBF4,HGNC:17364,Q9UBU7
3982,DBF4B,HGNC:17883,Q8NFT6
3983,DBH,HGNC:2689,P09172
3984,DBI,HGNC:2690,P07108
3985,DBN1,HGNC:2695,Q16643
3986,DBNDD1,HGNC:28455,Q9H9R9
3987,DBNDD2,HGNC:15881,Q9BQY9
3988,DBNL,HGNC:2696,Q9UJU6
3989,DBP,HGNC:2697,Q10586
3990,DBR1,HGNC:15594,Q9UK59
3991,DBT,HGNC:2698,P11182
3992,DBX1,HGNC:33185,A6NMT0
3993,DBX2,HGNC:33186,Q6ZNG2
3994,DCAF1,HGNC:30911,Q9Y4B6
3995,DCAF4,HGNC:20229,Q8WV16
3996,DCAF4L1,HGNC:27723,Q3SXM0
3997,DCAF4L2,HGNC:26657,Q8NA75
3998,DCAF5,HGNC:20224,Q96JK2
3999,DCAF6,HGNC:30002,Q58WW2
4000,DCAF7,HGNC:30915,P61962
4001,DCAF8,HGNC:24891,Q5TAQ9
4002,DCAF8L1,HGNC:31810,A6NGE4
4003,DCAF8L2,HGNC:31811,P0C7V8
4004,DCAF10,HGNC:23686,Q5QP82
4005,DCAF11,HGNC:20258,Q8TEB1
4006,DCAF12,HGNC:19911,Q5T6F0
4007,DCAF12L1,HGNC:29395,Q5VU92
4008,DCAF12L2,HGNC:32950,Q5VW00
4009,DCAF13,HGNC:24535,Q9NV06
4010,DCAF15,HGNC:25095,Q66K64
4011,DCAF16,HGNC:25987,Q9NXF7
4012,DCAF17,HGNC:25784,Q5H9S7
4013,DCAKD,HGNC:26238,Q8WVC6
4014,DCANP1,HGNC:24459,Q8TF63
4015,DCBLD1,HGNC:21479,Q8N8Z6
4016,DCBLD2,HGNC:24627,Q96PD2
4017,DCC,HGNC:2701,P43146
4018,DCD,HGNC:14669,P81605
4019,DCDC1,HGNC:20625,M0R2J8
4020,DCDC2,HGNC:18141,Q9UHG0
4021,DCDC2B,HGNC:32576,A2VCK2
4022,DCDC2C,HGNC:32696,A8MYV0
4023,DCHS1,HGNC:13681,Q96JQ0
4024,DCHS2,HGNC:23111,Q6V1P9
4025,DCK,HGNC:2704,P27707
4026,DCLK1,HGNC:2700,O15075
4027,DCLK2,HGNC:19002,Q8N568
4028,DCLK3,HGNC:19005,Q9C098
4029,DCLRE1A,HGNC:17660,Q6PJP8
4030,DCLRE1B,HGNC:17641,Q9H816
4031,DCLRE1C,HGNC:17642,Q96SD1
4032,DCN,HGNC:2705,P07585
4033,DCP1A,HGNC:18714,Q9NPI6
4034,DCP1B,HGNC:24451,Q8IZD4
4035,DCP2,HGNC:24452,Q8IU60
4036,DCPS,HGNC:29812,Q96C86
4037,DCST1,HGNC:26539,Q5T197
4038,DCST2,HGNC:26562,Q5T1A1
4039,DCSTAMP,HGNC:18549,Q9H295
4040,DCT,HGNC:2709,P40126
4041,DCTD,HGNC:2710,P32321
4042,DCTN1,HGNC:2711,Q14203
4043,DCTN2,HGNC:2712,Q13561
4044,DCTN3,HGNC:2713,O75935
4045,DCTN4,HGNC:15518,Q9UJW0
4046,DCTN5,HGNC:24594,Q9BTE1
4047,DCTN6,HGNC:16964,O00399
4048,DCTPP1,HGNC:28777,Q9H773
4049,DCUN1D1,HGNC:18184,Q96GG9
4050,DCUN1D2,HGNC:20328,Q6PH85
4051,DCUN1D3,HGNC:28734,Q8IWE4
4052,DCUN1D4,HGNC:28998,Q92564
4053,DCUN1D5,HGNC:28409,Q9BTE7
4054,DCX,HGNC:2714,O43602
4055,DCXR,HGNC:18985,Q7Z4W1
4056,DDA1,HGNC:28360,Q9BW61
4057,DDAH1,HGNC:2715,O94760
4058,DDAH2,HGNC:2716,O95865
4059,DDB1,HGNC:2717,Q16531
4060,DDB2,HGNC:2718,Q92466
4061,DDC,HGNC:2719,P20711
4062,DDHD1,HGNC:19714,Q8NEL9
4063,DDHD2,HGNC:29106,O94830
4064,DDI1,HGNC:18961,Q8WTU0
4065,DDI2,HGNC:24578,Q5TDH0
4066,DDIAS,HGNC:26351,Q8IXT1
4067,DDIT3,HGNC:2726,P0DPQ6
,,,P35638
4068,DDIT4,HGNC:24944,Q9NX09
4069,DDIT4L,HGNC:30555,Q96D03
4070,DDN,HGNC:24458,O94850
4071,DDO,HGNC:2727,Q99489
4072,DDOST,HGNC:2728,P39656
4073,DDR1,HGNC:2730,Q08345
4074,DDR2,HGNC:2731,Q16832
4075,DDRGK1,HGNC:16110,Q96HY6
4076,DDT,HGNC:2732,P30046
4077,DDTL,HGNC:33446,A6NHG4
4078,DDX1,HGNC:2734,Q92499
4079,DDX3X,HGNC:2745,O00571
4080,DDX3Y,HGNC:2699,O15523
4081,DDX4,HGNC:18700,Q9NQI0
4082,DDX5,HGNC:2746,P17844
4083,DDX6,HGNC:2747,P26196
4084,DDX10,HGNC:2735,Q13206
4085,DDX11,HGNC:2736,Q96FC9
4086,DDX17,HGNC:2740,Q92841
4087,DDX18,HGNC:2741,Q9NVP1
4088,DDX19A,HGNC:25628,Q9NUU7
4089,DDX19B,HGNC:2742,Q9UMR2
4090,DDX20,HGNC:2743,Q9UHI6
4091,DDX21,HGNC:2744,Q9NR30
4092,DDX23,HGNC:17347,Q9BUQ8
4093,DDX24,HGNC:13266,Q9GZR7
4094,DDX25,HGNC:18698,Q9UHL0
4095,DDX27,HGNC:15837,Q96GQ7
4096,DDX28,HGNC:17330,Q9NUL7
4097,DDX31,HGNC:16715,Q9H8H2
4098,DDX39A,HGNC:17821,O00148
4099,DDX39B,HGNC:13917,Q13838
4100,DDX41,HGNC:18674,Q9UJV9
4101,DDX42,HGNC:18676,Q86XP3
4102,DDX43,HGNC:18677,Q9NXZ2
4103,DDX46,HGNC:18681,Q7L014
4104,DDX47,HGNC:18682,Q9H0S4
4105,DDX49,HGNC:18684,Q9Y6V7
4106,DDX50,HGNC:17906,Q9BQ39
4107,DDX51,HGNC:20082,Q8N8A6
4108,DDX52,HGNC:20038,Q9Y2R4
4109,DDX53,HGNC:20083,Q86TM3
4110,DDX54,HGNC:20084,Q8TDD1
4111,DDX55,HGNC:20085,Q8NHQ9
4112,DDX56,HGNC:18193,Q9NY93
4113,DDX59,HGNC:25360,Q5T1V6
4114,DDX60,HGNC:25942,Q8IY21
4115,DDX60L,HGNC:26429,Q5H9U9
4116,DEAF1,HGNC:14677,O75398
4117,DECR1,HGNC:2753,Q16698
4118,DECR2,HGNC:2754,Q9NUI1
4119,DEDD,HGNC:2755,O75618
4120,DEDD2,HGNC:24450,Q8WXF8
4121,DEF6,HGNC:2760,Q9H4E7
4122,DEF8,HGNC:25969,Q6ZN54
4123,DEFA1,HGNC:2761,P59665
4124,DEFA1B,HGNC:33596,P59665
4125,DEFA3,HGNC:2762,P59666
4126,DEFA4,HGNC:2763,P12838
4127,DEFA5,HGNC:2764,Q01523
4128,DEFA6,HGNC:2765,Q01524
4129,DEFB1,HGNC:2766,P60022
4130,DEFB4A,HGNC:2767,O15263
4131,DEFB4B,HGNC:30193,O15263
4132,DEFB103A,HGNC:15967,P81534
4133,DEFB103B,HGNC:31702,P81534
4134,DEFB104A,HGNC:18115,Q8WTQ1
4135,DEFB104B,HGNC:26165,Q8WTQ1
4136,DEFB105A,HGNC:18087,Q8NG35
4137,DEFB105B,HGNC:29930,Q8NG35
4138,DEFB106A,HGNC:18088,Q8N104
4139,DEFB106B,HGNC:28879,Q8N104
4140,DEFB107A,HGNC:18086,Q8IZN7
4141,DEFB107B,HGNC:31918,Q8IZN7
4142,DEFB108B,HGNC:29966,Q8NET1
4143,DEFB109B,HGNC:33469,Q30KR1
4144,DEFB110,HGNC:18091,Q30KQ9
4145,DEFB112,HGNC:18093,Q30KQ8
4146,DEFB113,HGNC:18094,Q30KQ7
4147,DEFB114,HGNC:18095,Q30KQ6
4148,DEFB115,HGNC:18096,Q30KQ5
4149,DEFB116,HGNC:18097,Q30KQ4
4150,DEFB118,HGNC:16196,Q96PH6
4151,DEFB119,HGNC:18099,Q8N690
4152,DEFB121,HGNC:18101,Q5J5C9
4153,DEFB123,HGNC:18103,Q8N688
4154,DEFB124,HGNC:18104,Q8NES8
4155,DEFB125,HGNC:18105,Q8N687
4156,DEFB126,HGNC:15900,Q9BYW3
4157,DEFB127,HGNC:16206,Q9H1M4
4158,DEFB128,HGNC:18106,Q7Z7B8
4159,DEFB129,HGNC:16218,Q9H1M3
4160,DEFB130A,HGNC:18107,P0DP74
4161,DEFB130B,HGNC:39814,P0DP73
4162,DEFB131A,HGNC:18108,P59861
4163,DEFB131B,HGNC:38058,A0A096LNP1
4164,DEFB132,HGNC:33806,Q7Z7B7
4165,DEFB134,HGNC:32399,Q4QY38
4166,DEFB135,HGNC:32400,Q30KP9
4167,DEFB136,HGNC:34433,Q30KP8
4168,DEGS1,HGNC:13709,O15121
4169,DEGS2,HGNC:20113,Q6QHC5
4170,DEK,HGNC:2768,P35659
4171,DELE1,HGNC:28969,Q14154
4172,DENND1A,HGNC:29324,Q8TEH3
4173,DENND1B,HGNC:28404,Q6P3S1
4174,DENND1C,HGNC:26225,Q8IV53
4175,DENND2A,HGNC:22212,Q9ULE3
4176,DENND2B,HGNC:11350,P78524
4177,DENND2C,HGNC:24748,Q68D51
4178,DENND2D,HGNC:26192,Q9H6A0
4179,DENND3,HGNC:29134,A2RUS2
4180,DENND4A,HGNC:24321,Q7Z401
4181,DENND4B,HGNC:29044,O75064
4182,DENND4C,HGNC:26079,Q5VZ89
4183,DENND5A,HGNC:19344,Q6IQ26
4184,DENND5B,HGNC:28338,Q6ZUT9
4185,DENND6A,HGNC:26635,Q8IWF6
4186,DENND6B,HGNC:32690,Q8NEG7
4187,DENND10,HGNC:31793,Q8TCE6
4188,DENND11,HGNC:29472,A4D1U4
4189,DENR,HGNC:2769,O43583
4190,DEPDC1,HGNC:22949,Q5TB30
4191,DEPDC1B,HGNC:24902,Q8WUY9
4192,DEPDC4,HGNC:22952,Q8N2C3
4193,DEPDC5,HGNC:18423,O75140
4194,DEPDC7,HGNC:29899,Q96QD5
4195,DEPP1,HGNC:23355,Q9NTK1
4196,DEPTOR,HGNC:22953,Q8TB45
4197,DERA,HGNC:24269,Q9Y315
4198,DERL1,HGNC:28454,Q9BUN8
4199,DERL2,HGNC:17943,Q9GZP9
4200,DERL3,HGNC:14236,Q96Q80
4201,DERPC,HGNC:54084,P0CG12
4202,DES,HGNC:2770,P17661
4203,DESI1,HGNC:24577,Q6ICB0
4204,DESI2,HGNC:24264,Q9BSY9
4205,DET1,HGNC:25477,Q7L5Y6
4206,DEUP1,HGNC:26344,Q05D60
4207,DEXI,HGNC:13267,O95424
4208,DFFA,HGNC:2772,O00273
4209,DFFB,HGNC:2773,O76075
4210,DGAT1,HGNC:2843,O75907
4211,DGAT2,HGNC:16940,Q96PD7
4212,DGAT2L6,HGNC:23250,Q6ZPD8
4213,DGCR2,HGNC:2845,P98153
4214,DGCR6,HGNC:2846,Q14129
4215,DGCR6L,HGNC:18551,Q9BY27
4216,DGCR8,HGNC:2847,Q8WYQ5
4217,DGKA,HGNC:2849,P23743
4218,DGKB,HGNC:2850,Q9Y6T7
4219,DGKD,HGNC:2851,Q16760
4220,DGKE,HGNC:2852,P52429
4221,DGKG,HGNC:2853,P49619
4222,DGKH,HGNC:2854,Q86XP1
4223,DGKI,HGNC:2855,O75912
4224,DGKK,HGNC:32395,Q5KSL6
4225,DGKQ,HGNC:2856,P52824
4226,DGKZ,HGNC:2857,Q13574
4227,DGLUCY,HGNC:20498,Q7Z3D6
4228,DGUOK,HGNC:2858,Q16854
4229,DHCR7,HGNC:2860,Q9UBM7
4230,DHCR24,HGNC:2859,Q15392
4231,DHDDS,HGNC:20603,Q86SQ9
4232,DHDH,HGNC:17887,Q9UQ10
4233,DHFR,HGNC:2861,P00374
4234,DHFR2,HGNC:27309,Q86XF0
4235,DHH,HGNC:2865,O43323
4236,DHODH,HGNC:2867,Q02127
4237,DHPS,HGNC:2869,P49366
4238,DHRS1,HGNC:16445,Q96LJ7
4239,DHRS2,HGNC:18349,Q13268
4240,DHRS3,HGNC:17693,O75911
4241,DHRS4,HGNC:16985,Q9BTZ2
4242,DHRS4L2,HGNC:19731,Q6PKH6
4243,DHRS7,HGNC:21524,Q9Y394
4244,DHRS7B,HGNC:24547,Q6IAN0
4245,DHRS7C,HGNC:32423,A6NNS2
4246,DHRS9,HGNC:16888,Q9BPW9
4247,DHRS11,HGNC:28639,Q6UWP2
4248,DHRS12,HGNC:25832,A0PJE2
4249,DHRS13,HGNC:28326,Q6UX07
4250,DHRSX,HGNC:18399,Q8N5I4
4251,DHTKD1,HGNC:23537,Q96HY7
4252,DHX8,HGNC:2749,Q14562
4253,DHX9,HGNC:2750,Q08211
4254,DHX15,HGNC:2738,O43143
4255,DHX16,HGNC:2739,O60231
4256,DHX29,HGNC:15815,Q7Z478
4257,DHX30,HGNC:16716,Q7L2E3
4258,DHX32,HGNC:16717,Q7L7V1
4259,DHX33,HGNC:16718,Q9H6R0
4260,DHX34,HGNC:16719,Q14147
4261,DHX35,HGNC:15861,Q9H5Z1
4262,DHX36,HGNC:14410,Q9H2U1
4263,DHX37,HGNC:17210,Q8IY37
4264,DHX38,HGNC:17211,Q92620
4265,DHX40,HGNC:18018,Q8IX18
4266,DHX57,HGNC:20086,Q6P158
4267,DHX58,HGNC:29517,Q96C10
4268,DIABLO,HGNC:21528,Q9NR28
4269,DIAPH1,HGNC:2876,O60610
4270,DIAPH2,HGNC:2877,O60879
4271,DIAPH3,HGNC:15480,Q9NSV4
